Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,Area,Cases   2026
Phil Ernst,25010,Stew Leonard's Wines & Spirits of Clifton,467 Allwood Rd,Clifton,Passaic,7997.00
Phil Ernst,43001,City Supermarket,289 Bergen Blvd,Fairview,Bergen,9637.00
Phil Ernst,49039,Acme Markets (Fort Lee),2160 Lemoine Ave,Fort Lee,Sales,3577.00
Phil Ernst,83001,Food Universe Marketplace,937 Lincoln Ave,Glen Rock,Bergen,8819.00
Phil Ernst,25075,Stew Leonard's Wines & Spirits of Clifton (NA),467 Allwood Rd,Clifton,Passaic,170.00
Phil Ernst,208026,Stew Leonard's(A) Paramu (NA),700 Paramus Park,Paramus,Bergen,1240.00
Phil Ernst,85002,Acme Markets (Midland Park),136 Lake Avenue,Midland Park,Sales,4299.00
Phil Ernst,80005,Shop Rite Liq (Paramus),224 Rt 4 E,Paramus,Bergen,9861.00
Phil Ernst,50009,Riverview Liq (P),55 River Rd,Bogota,Bergen,2699.00
Phil Ernst,38018,THE BOTTLE SHOP,366 Essex St,Lodi,Sales,1054.00
Phil Ernst,40019,Budy's Wine & Liq (A),139 Hudson St,Hackensack,Bergen,11399.00
Phil Ernst,12007,Gary's Wine & Marketplace (Wayne),1308 Rte 23,Wayne,Passaic,2026.00
Phil Ernst,80002,Whole Foods Market (Paramus),300 Bergen Town Center,Paramus,Bergen,2734.00
Phil Ernst,76006,Wine Country Of Saddle Brook (A),195 Market St,Saddle Brook,Bergen,3836.00
Phil Ernst,89007,Acme Markets (Allendale),45 De Mercurio Dr.,Allendale,Bergen,2673.00
Phil Ernst,29004,Shop-Rite Liq Lyndhurst,542 New York Ave,Lyndhurst,Bergen,11743.33
Phil Ernst,83010,Bottle King (A) Glen Rock,909 Prospect St,Glen Rock,Bergen,30218.00
Phil Ernst,80041,PRIME WINE CELLAR Liquor & Beer,396 Rt 17 North,Paramus,Sales,5062.00
Phil Ernst,76021,Saddle Brook Liquor & Bar,383 Market St,Saddle Brook,Bergen,5537.00
Phil Ernst,46019,Palisades Wine And Liquor,534 Bergen Blvd,Palisades Park,Bergen,13150.00
Phil Ernst,81014,Shop Rite Liq(A) Fair Lwn,35-07 Broadway,Fair Lawn,Bergen,14136.00
Phil Ernst,80026,Stew Leonard's(A) Paramus Wine,700 Paramus Park,Paramus,Bergen,9712.00
Phil Ernst,50003,"Agave Liquor, Wine & Spirits",74 W Main St,Bogota,Bergen,47366.58
Robin Feldman,34008,The Ivy Inn,268 Terrace Ave,Hasbrouck Heights,Bergen,30.00
Robin Feldman,95002,Indian Trail Club,830 Franklin Lakes Rd,Franklin Lakes,Bergen,280.00
Robin Feldman,9009,Cedar Crest Village(607),1 Cedar Crest Drive,Pompton Plains,Morris 3,87.00
Robin Feldman,54014,Elks Post 2271 (Z),20 Franklin St,Tenafly,Bergen,166.00
Robin Feldman,191524,GRIFFIN & HOWE,270 STANHOPE SPARTA RD,Andover,Sussex,79.00
Robin Feldman,71010,Elks Post 2234,13 Sulak Lane,Park Ridge,Bergen,262.00
Robin Feldman,40007,Elks Post 153 (Z),351 1st St,Hackensack,Bergen,5073.38
Robin Feldman,28033,Homewood Suites By Hilton,125 Rt.17 South,East Rutherford,Bergen,58.00
Robin Feldman,231314,Elks Lodge 2288,152 Compton Rd,Sussex,Sussex,114.00
Robin Feldman,42007,Vfw 809 (P),100 Main St,Little Ferry,Bergen,39.00
Robin Feldman,190613,Rock Ridge Community,55 Entrance Way,Denville,Morris 1,90.00
Robin Feldman,190714,Green Pond Yacht Club (Z),7 Dawson Drive,Green Pond,Morris 1,27.00
Robin Feldman,60016,Elks Post (Z) Dumont,15 American Legion Place,Dumont,Bergen,91.00
Robin Feldman,28017,Lassoni Ristorante(P),602 Ridge Rd,North Arlington,Bergen,195.00
Robin Feldman,191219,Berkshire Valley Gc,28 Cozy Lake Rd,Oak Ridge,Morris 1,282.00
Robin Feldman,230305,Casa Bellisma (A),269 Newton Sparta Rd,Andover,Sussex,50.00
Robin Feldman,23012,Moose Lodge (Z),1268 Main Ave,Clifton,Passaic,147.17
Robin Feldman,6003,Cypress,174 Kinnelon Road,Kinnelon,Morris 3,92.00
Robin Feldman,17017,Veterans Club (Z),417 Roe Street,Haledon,Passaic,119.00
Robin Feldman,55008,American Lgn (Z) (Cresskill),75 Legion Dr,Cresskill,Bergen,135.00
Robin Feldman,94011,Elks Post 2167,33 Ramapo Valley Rd,Oakland,Bergen,56.00
Robin Feldman,31022,Candlewick,179 Paterson Ave,East Rutherford,Bergen,67.00
Robin Feldman,12058,Sports Friends Soccer (A),1 Ryerson Ave,Wayne,Passaic,184.00
Robin Feldman,231306,American Lgn 213 Sussex,915 NJ-23,Sussex,Sussex,30.00
Robin Feldman,8013,Vfw 2906 Pompt. Lks.(Z),260 Wanaque Avenue,Pompton Lakes,Passaic,147.00
Robin Feldman,81005,The Craftsman,6-18 Maple Ave,Fair Lawn,Sales,363.17
Robin Feldman,29018,Pietro's Trattoria,543 Ridge Road,Lyndhurst,Bergen,22.00
Robin Feldman,79011,K Of C Maywood,105 Grove Ave,Maywood,Bergen,21.00
Robin Feldman,29033,Courtyard Marriott(A),1 Polito Avenue,Lyndhurst,Bergen,113.00
Robin Feldman,190202,Boonton Elks,125 Cornelia St,Boonton,Morris 1,11.00
Robin Feldman,190301,American Lgn Lake Hiawath,91 N Beverwyck Rd,Lake Hiawatha,Morris 1,51.00
Robin Feldman,31009,Vesta Wood Fired Pizza,64 Hoboken Road,East Rutherford,Bergen,163.00
Robin Feldman,190716,Lake Telemark Country Clu,38 Telemark Road,Rockaway,Morris 1,11.00
Robin Feldman,71015,Park Ridge Vol Fire Dept,53 Park Avenue,Park Ridge,Bergen,10.00
Robin Feldman,50032,Vfw 5561 Bogota,241 W Shore Ave,Bogota,Bergen,74.00
Robin Feldman,37010,Vfw Outwater (Z) Lane,340 Outwater Lane,Garfield,Bergen,39.00
Robin Feldman,70009,Montvale Fire Company,35 W Grand Ave,Montvale,Bergen,43.00
Robin Feldman,34000,Holiday Inn (Hasbrook Height),283 Route 17 South,Hasbrouck Heights,Bergen,144.00
Robin Feldman,230429,Chun Bo (P) Restaurant,66 Sparta Ave,Newton,Sussex,20.00
Robin Feldman,65008,American Lgn Norwood,480 Broadway,Norwood,Bergen,22.00
Robin Feldman,230433,Stillwater Area Vol Fire,929 Stillwater Rd,Stillwater,Sussex,58.00
Robin Feldman,73004,Osso Buco,343 Broadway,Hillsdale,Bergen,41.00
Robin Feldman,8016,Elks Pompton Lakes,1 Perrin Avenue,Pompton Lakes,Passaic,68.00
Robin Feldman,230108,Vfw 7248 Sparta,66 Main St,Sparta,Sussex,82.00
Robin Feldman,43035,S & A Society (Z),270 Walker St,Fairview,Bergen,84.33
Robin Feldman,38047,American Legion Lodi Post 136,41 Union St,Lodi,Bergen,3.00
Robin Feldman,41034,Lodi Moose Lodge 1971,215 Charles St,Hackensack,Bergen,706.75
Robin Feldman,12012,Cosmopolitan,1377 NJ-23,Wayne,Passaic,267.50
Robin Feldman,49067,Taverna Veranda,725 River Road #49,Edgewater,Sales,130.00
Robin Feldman,2010,Skyline Lakes Prop Owners,103 Skyline Lakes Dr,Ringwood,Passaic-FF,63.17
Robin Feldman,9007,American Lgn Pompton Plains,700 Newark Pompton Turnp,Pompton Plains,Morris 3,12.00
Robin Feldman,34018,Hilton Hasbrk Hts #50591,650 Terrace Ave,Hasbrouck Heights,Bergen,446.00
Robin Feldman,3012,Tree Tavern (A),17 Park St,Wanaque,Passaic-FF,89.00
Robin Feldman,34006,Bensi (P) (Shoprite Plza),459 Rt 17 S,Hasbrouck Heights,Bergen,38.00
Robin Feldman,190919,Amer Lgn Of Wharton 91,99 N Main St,Wharton,Morris 1,237.17
Robin Feldman,1030,Elks Post 2236 (P),1860 Union Valley Road,West Milford,Passaic-FF,618.00
Robin Feldman,191202,Casa Bianca (P),5266 Berkshire Valley Rd,Oak Ridge,Morris 1,70.00
Robin Feldman,29052,Polish American Club,730 New Jersey Ave,Lyndhurst,Bergen,12.00
Robin Feldman,12006,Novelli (P),2410 Hamburg Turnpike,Wayne,Passaic,377.00
Robin Feldman,30002,American Lgn 109 (P) Rutherford,424 Carmita Ave,Rutherford,Bergen,99.00
Robin Feldman,12046,Packanack Lake Comm Asso,52 Lake Drive West,Wayne,Passaic,23.00
Robin Feldman,191306,Shore Hills Country Club,Vail Rd And Morse Pl,Landing,Morris 1,11.00
Robin Feldman,76004,Marriot Hotel(A)Saddle Bk,138 New Pehle Ave,Saddle Brook,Bergen,200.00
Robin Feldman,28025,Arlington Diner (A),1 River Road,North Arlington,Bergen,32.00
Robin Feldman,230302,Perona Farms,350 Andover Sparta Rd,Andover,Sussex,209.00
Robin Feldman,34016,Vfw Hasbrouck (A),513 Veterans Pl,Hasbrouck Heights,Bergen,299.00
Robin Feldman,76013,Vfw Of Saddlebrook,44 Market St,Saddle Brook,Bergen,398.00
Robin Feldman,230124,Fu's Chinese (P) Rest.,227 S Sparta Ave,Sparta,Sussex,415.40
Robin Feldman,230934,Wallkill Golf Club,34 Maple Rd,Franklin,Sussex,77.00
Robin Feldman,191527,Garden State Yacht Club,33 Point Pleasant Road,Hopatcong,Morris 1,10.00
Robin Feldman,12019,In The Crease (P),10 Nevins Road,Wayne,Passaic,140.00
Robin Feldman,190710,Hilton Garden Inn Rockaway,375 Mt Hope Ave,Rockaway,Morris 1,92.00
Robin Feldman,190607,Rockaway River Cc(P),39 Pocono Rd,Denville,Morris 1,299.00
Robin Feldman,62015,Elks Lodge 2304(Z),148 Rail Road Ave,Closter,Bergen,355.00
Robin Feldman,2009,Frungillo Caterers,7 Morris Road,Ringwood,Passaic-FF,123.00
Robin Feldman,34014,Hasbrouck Heights Elks,128 Baldwin Ave,Hasbrouck Heights,Bergen,60.00
Robin Feldman,12067,Hilton Garden Inn wayne,15 Nevins Rd,Wayne,Passaic,93.00
Robin Feldman,67009,American Lgn Northvale,190 Paris Ave,Northvale,Bergen,20.00
Robin Feldman,29054,San Carlo Restaurant,620 Stuyvesant Ave,Lyndhurst,Bergen,145.00
Robin Feldman,40035,Chit Chat Diner,515 Essex St,Hackensack,Bergen,86.00
Robin Feldman,231802,Candy's Pizza,452 Rte 206,Montague,Sussex,30.00
Robin Feldman,190608,Cedar Lake Club,134 Cedar Lake E,Denville,Morris 1,42.00
Robin Feldman,191406,Courtyard Marriott Mt Arl,15 Howard Blvd,Mt Arlington,Morris 1,185.17
Robin Feldman,6005,Smoke Rise Club (P),9 Perimeter Road,Kinnelon,Morris 3,71.00
Robin Feldman,230126,Hudson Farm Club,270 Stanhope Sparta Rd,Andover,Sussex,78.00
Robin Feldman,30017,Renaissance Meadowlands,801 Rutherford Ave,Rutherford,Bergen,308.00
Robin Feldman,81032,Hyatt Place Fair Lawn (A),41-01 Broadway,Fair Lawn,Bergen,27.00
Robin Feldman,77033,Elmwood Pk-Pater Elks #60,192 Market St,Elmwood Park,Bergen,5.00
Robin Feldman,41011,Bangkok Garden(P) Thai,261 Main St,Hackensack,Bergen,17.00
Robin Feldman,2005,Arta Trattoria (P),1131 Greenwood Lake Turnp,Ringwood,Passaic-FF,146.00
Robin Feldman,191403,Davy's Dogs,14 Howard Blvd,Mt Arlington,Morris 1,58.00
Robin Feldman,9001,Pompton Queen (P),710 NJ-23,Pompton Plains,Morris 3,165.33
Robin Feldman,92016,K Of C Ramsey,48 Mechanic St,Ramsey,Bergen,24.00
Robin Feldman,52023,Jerry's Outlet,410 S Dean St,Englewood,Bergen,291.00
Robin Feldman,47006,Elks Post 1506,30 Spruce St,Ridgefield Park,Bergen,169.00
Robin Feldman,86005,K Of C (Z) Washing. Twsp,79 Pascack Rd,Washington Twsp,Bergen,207.00
Robin Feldman,32020,Il Villaggio Rest,651 Rt 17 N,Carlstadt,Bergen,155.00
Robin Feldman,190605,Hunan Taste (Z),67 Bloomfield Ave,Denville,Morris 1,174.00
Robin Feldman,190712,White Meadow Lake Cc,100 White Meadow Rd,Rockaway,Morris 1,197.00
Robin Feldman,25043,Ooka Sushi Hibachi,166 Main Ave,Clifton,Sales,150.00
Robin Feldman,18007,The Tides,1245 Belmont Ave,North Haledon,Passaic,177.00
Robin Feldman,230118,Lake Mohawk (P) Golf Club,471 West Shore Trail,Sparta,Sussex,198.00
Robin Feldman,1032,Prime 374 - Seafood & Steak,374 Morestown Road,West Milford,Passaic-FF,31.00
Robin Feldman,58008,K Of C River Edge,770 Kindekamack Rd,River Edge,Bergen,43.00
Robin Feldman,5009,K Of C Pequannock Valley,65 Hamburg Turnpike,Butler,Morris 3,139.00
Robin Feldman,17019,La Neves (P),276 Belmont Ave,Haledon,Passaic,109.00
Robin Feldman,43033,American Lgn Fairview (A),110 Anderson Ave,Fairview,Bergen,64.00
Robin Feldman,15049,Francesco's In The Park,568 Mc Bride Ave,Woodland Park,Passaic,52.00
Robin Feldman,50038,Hampton Inn & Suites,1 Glenwood Ave,Teaneck,Bergen,76.00
Robin Feldman,12023,The Village Inn,422 Runnymede Drive,Wayne,Passaic,245.58
Robin Feldman,66002,Kiku (Z) Restaurant,385 Rte 9w,Alpine,Bergen,158.00
Robin Feldman,40027,Cigarro Bar and Lounge,91 Main St,Hackensack,Sales,27.00
Robin Feldman,191301,Lake Hopatcong Yacht Club,75 N Bertrand Rd,Mt Arlington,Morris 1,55.00
Robin Feldman,190718,Marcella Community Club,831 Greenpond Road,Rockaway,Morris 1,172.00
Robin Feldman,79009,American Lgn (Z) (Maywood),135 E Passaic,Maywood,Bergen,137.00
Robin Feldman,51011,American Lgn Teaneck (Z),650 American Legion Dr,Teaneck,Bergen,38.00
Robin Feldman,78010,American Lgn Rochelle Pk,33 W Passaic St,Rochelle Park,Bergen,568.00
Robin Feldman,12047,American Lgn 174 Wayne,55 Mountain View Blvd,Wayne,Passaic,234.50
Robin Feldman,230910,American Lgn Franklin,Legion Pl,Franklin,Sussex,74.00
Robin Feldman,37055,82 OAK BAR & BISTRO,149 Vanwinkle Ave,Garfield,Sales,511.00
Robin Feldman,81023,K Of C W Bergen,16-16 Maple Ave,Fair Lawn,Bergen,33.00
Robin Feldman,230115,Elks Post 2356,6 West Shore Trail,Sparta,Sussex,36.00
Robin Feldman,15079,American Lgn Totowa,180 Union Blvd,Totowa,Passaic,387.50
Robin Feldman,93001,Stateline Diner (P),375 Rt 17 N,Mahwah,Bergen,89.00
Robin Feldman,71009,American Lgn Park Ridge,118 Ridge Ave,Park Ridge,Bergen,42.00
Robin Feldman,60017,K Of C Dumont,61 Armour Pl,Dumont,Bergen,22.00
Robin Feldman,24036,Elks Post (Z) #1569,775 Clifton Ave,Clifton,Passaic,20.00
Robin Feldman,34019,Home2 Suites by Hilton,377 RT 17 S,Hasbrouck Heights,Bergen,61.00
Robin Feldman,52027,American Lgn 58 (A) Englewood,151 W Forest Ave,Englewood,Bergen,236.00
Robin Feldman,66001,Montammy Golf Club (P),Route 9 W,Alpine,Bergen,114.00
Robin Feldman,230303,Crossed Keys Inn,136 Main St.,Andover,Sussex,135.00
Robin Feldman,10002,American Lgn Pequannock 450,11 Oak Ave,Pequannock,Morris 3,130.00
Robin Feldman,14013,Elks Post 2111 (A),1 Fellner Place,Totowa,Passaic,112.00
Robin Feldman,58003,River Edge Diner & Rest.,516 Kinderkamack Road,River Edge,Bergen,44.00
Robin Feldman,12066,Residence Inn,30 Nevins Rd,Wayne,Passaic,22.00
Robin Feldman,24043,Valley Regency,1129 Valley Road,Clifton,Passaic,250.00
Robin Feldman,190717,Luzzi's (Z),439 Green Pond Rd,Rockaway,Morris 1,48.00
Robin Feldman,190708,American Lgn Rockaway,210 Chestnut Terr,Rockaway,Morris 1,112.00
Robin Feldman,74019,K Of C Westwood,40 Crest St,Westwood,Bergen,14.00
Robin Feldman,73007,Bensi (P),387 Washington Ave,Hillsdale,Bergen,257.00
Robin Feldman,13007,American Lgn 108 (Z) Little Falls,591 Main St,Little Falls,Passaic,77.00
Robin Feldman,230807,North Shore House,912 Swartswood Rd,Swartswood,Sussex,105.00
Robin Feldman,15081,Evolution Restaurant & Bar,279 W Browertown Rd,Woodland Park,Passaic,2750.70
Robin Feldman,76022,American Lgn (Z) (Saddle Brook),302 Midland Ave,Saddle Brook,Bergen,255.00
Robin Feldman,93013,Elks Post 1941 (Z),1 Foxwood Ln,Mahwah,Bergen,386.00
Robin Feldman,190908,4 Seasons Restaurant,322 S Main St,Wharton,Morris 3,30.00
Robin Feldman,192156,Hapgoods Restaurant,44 Midvale Rd,Mountain Lakes,Morris 1,319.00
Robin Feldman,93016,Sangria Taps/Rest(Z),1033 Mac Arthur Blvd(Ctr),Mahwah,Bergen,32.00
Robin Feldman,29044,American Lgn Lyndhurst #139,217 Webster Ave,Lyndhurst,Bergen,393.17
Robin Feldman,57015,Elks Post 2290 (Z),1 Patrolman Ray Woods Dr,New Milford,Bergen,348.00
Robin Feldman,38043,K Of C Lodi,39 Washington Ave,Lodi,Bergen,36.00
Robin Feldman,52032,Ideal Lodge 470 (P),17 Bennett Rd,Englewood,Bergen,123.00
Robin Feldman,12024,Park Wayne Diner,721 Hamburg Turnpike,Wayne,Passaic,24.00
Robin Feldman,46022,Te Min Quan (P) Rest.,270 Broad Ave,Palisades Park,Bergen,19.00
Robin Feldman,42015,Amer Lgn (Z) Little Ferry,100 Liberty Ave,Little Ferry,Bergen,448.00
Robin Feldman,29041,Masonic (A) Club,316 Riverside Ave,Lyndhurst,Bergen,48.00
Robin Feldman,29039,Lee's Hawaiian (P),768 Stuyvesant Ave,Lyndhurst,Bergen,73.00
Robin Feldman,28026,Elks Post 1992 (Z),129 Ridge Rd,North Arlington,Bergen,469.00
Robin Feldman,28015,K Of C N Arlington (Z),194 River Rd,North Arlington,Bergen,322.00
Robin Feldman,74002,Elks Post 1562,523 Kinderkamack Rd,Westwood,Bergen,363.00
Robin Feldman,191206,Bella Vista,11 Moquis Trail,Oak Ridge,Morris 1,12.00
Robin Feldman,77013,William J. Mulligan VFW Post 281,6 Veterans Pl,Elmwood Park,Bergen,372.00
Robin Feldman,88009,Matthew Colonial Rest(A),4 Franklin Tpke,Waldwick,Bergen,25.00
Robin Feldman,12025,Vila Verde (P) Rest.,120 Terhune Dr,Wayne,Passaic,60.00
Robin Feldman,51015,K Of C Teaneck,829 Windsor Rd,Teaneck,Bergen,18.00
Robin Feldman,11012,American Lg 279 Lincoln Park,133 Main Street,Lincoln Park,Morris 3,93.00
Robin Feldman,12068,Courtyard by Marriott Wayne Fairfield,263 US-46,Wayne,Passaic,74.00
Robin Feldman,23015,Disabled Amvets (P),315 Hazel St,Clifton,Passaic,37.00
Robin Feldman,5012,Butler Fire Department(P),26 28 Carey Ave,Butler,Morris 3,4.00
Robin Feldman,230404,American Lgn #86 Newton,20 Yates Ave,Newton,Sussex,116.00
Robin Feldman,1026,American Legion Post 289 (A) West Milford,177 Lincoln Av,West Milford,Passaic-FF,203.00
Robin Feldman,52017,Tapas De Espana (P),47 N Dean St,Englewood,Bergen,10.00
Robin Feldman,56018,Vfw 6467 (Z),321 S Washington Ave,Bergenfield,Bergen,23.00
Robin Feldman,231005,Ogdensburg Fire Dept,30 Main St,Ogdensburg,Sussex,44.00
Robin Feldman,29047,Elks Post (P),251 Park Ave,Lyndhurst,Bergen,24.00
Robin Feldman,39015,Rudy's Inflight Caterers,180 North Street,Teterboro,Bergen,959.00
Robin Feldman,5016,Vfw Butler,69 Carey Avenue,Butler,Morris 3,121.00
Robin Feldman,32031,Spring Hill Suites Carlstadt,192 Paterson Plank Road,Carlstadt,Bergen,81.00
Robin Feldman,57013,Vfw 4290 New Milford(P),267 Madison Ave,New Milford,Bergen,14.00
Robin Feldman,230417,Hampton (P) Diner,36 Hampton House Rd,Newton,Sussex,72.00
Robin Feldman,74014,American Lgn (Z) (Westwood),264 Washington Ave,Westwood,Bergen,245.00
Robin Feldman,25018,Tick-Tock Diner (A),281 Alwood Rd,Clifton,Passaic,37.00
Robin Feldman,191203,American Lgn Oak Ridge Post 423,28 Legion Road,Oak Ridge,Morris 1,235.00
Robin Feldman,47014,K Of C 2229 (Z),106 Bergen Ave,Ridgefield Park,Bergen,194.17
Robin Feldman,40040,St Paul Lodge#7,184 Berdan Place,Hackensack,Bergen,127.00
Robin Feldman,56022,Elks Post 1477,40 W Church St,Bergenfield,Bergen,575.00
Robin Feldman,18008,Papa Joe's (Z),778 Belmont Ave,North Haledon,Passaic,6.00
Robin Feldman,231708,American Lgn Branchville,325 Us-206,Branchville,Sussex,231.00
Robin Feldman,50036,Moose Lodge 961 (Z),201 W Englewood Av Bx 717,Teaneck,Bergen,364.00
Robin Feldman,54017,Tenafly Classic Diner,16 W Railroad Ave,Tenafly,Bergen,28.00
Robin Feldman,11004,Arca,211 Main St,Lincoln Park,Morris 3,138.00
Robin Feldman,191815,Eastern Asian Bistro/Bar,3 Mt Olive Rd,Budd Lake,Morris 1,113.00
Robin Feldman,85005,Vol Fire Co Midland Pk.,45 Witte Dr,Midland Park,Bergen,20.00
Robin Feldman,19014,Macaluso's (P),55 4th Ave,Hawthorne,Passaic,141.00
Robin Feldman,80033,Elks Post 2001 Paramus,200 Rt 17,Paramus,Bergen,50.00
Robin Feldman,29055,Vfw Lyndhurst (P),527 Valley Brook Ave,Lyndhurst,Bergen,20.00
Robin Feldman,77034,American Lgn Elmwood Park,1 Legion Pl,Elmwood Park,Bergen,16.00
Robin Feldman,42001,Garden Shabu,1 Valley Road,Little Ferry,Bergen,63.00
Robin Feldman,17015,Haledon Fire Dept(A),522 W Broadway,Haledon,Passaic,4.00
Robin Feldman,13014,Park West Diner,1400 Rt 46 W.,Little Falls,Sales,34.00
Robin Feldman,19025,Riverside Veteran,123 Royal Avenue,Hawthorne,Passaic,20.00
Robin Feldman,4011,Bloomingdale Fire Dept,97 Hamburg Tpke,Bloomingdale,Passaic,143.00
Robin Feldman,12042,Exotic Indian Cuisine,24 Rt 46 East,Wayne,Passaic,10.00
Robin Feldman,84021,Upper Ridgewood Tennis(A),915 Glenview Road,Ridgewood,Bergen,58.00
Robin Feldman,50028,Amarone (P),63 Cedar Lane,Teaneck,Bergen,44.00
Robin Feldman,80019,Kiku Restaurant,365 Rte 17 So.,Paramus,Bergen,279.00
Robin Feldman,15077,E & V (A) Restaurant,320 Chamberlain Ave,Paterson,Passaic,40.00
Robin Feldman,42009,Nikki's Bar & Grill,213 Washington Ave,Little Ferry,Bergen,2126.18
Robin Feldman,18005,Giuseppe (P) Rest.,5 Sicomac Road,North Haledon,Passaic,4.00
Robin Feldman,190210,Matta Donna (Z),304 Myrtle Ave,Boonton,Morris 1,56.00
Robin Feldman,94016,Doc Watsons NJ,20 Elm St,Oakland,Bergen,363.00
Robin Feldman,67006,Northvale Diner,247 Livingston St,Northvale,Bergen,38.00
Robin Feldman,77008,Pizza Town USA,95-111 RT 46 W,Elmwood Park,Sales,69.00
Robin Feldman,93018,Courtyard Mahwah,140 Rt 17 S,Mahwah,Bergen,77.00
Shane Barreca,70003,Montvale Wine & Spirits,18 S. Kinderkamack Rd,Montvale,Bergen,1580.00
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Northvale,Bergen,15116.00
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,4442.17
Shane Barreca,201097,Whole Foods #10381 (Closter),45 Vervalen St.,Closter,Bergen,325.00
Shane Barreca,72001,Cambridge Wines (Woodcliff Lake),500 Chestnut Ridge Rd #4,Woodcliff Lake,Sales,1431.00
Shane Barreca,55001,Coasters Liquors,37 Union Ave,Cresskill,Bergen,2528.00
Shane Barreca,60010,D & L Dumont Liquors,46 Grant Ave,Dumont,Bergen,1823.00
Shane Barreca,59003,Oradell Mini Mart(P),219 Kinderkamack Road,Oradell,Bergen,1376.00
Shane Barreca,74007,Djm Liq Inc. (P)(Andrew),48 Washington Ave,Westwood,Bergen,2341.00
Shane Barreca,92008,Ramsey Wine & Liquor,47 W Main St,Ramsey,Bergen,21129.00
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,5626.00
Shane Barreca,75002,Shop Rite Liq (A)Emerson,425 Old Hook Rd,Emerson,Bergen,7207.00
Shane Barreca,86003,Township Liq (P),309 Pascack Rd,Washington Twsp,Bergen,6203.00
Shane Barreca,68002,Wine And Beverage Spirits,14 Bi State Shop Ctr 72d,Old Tappan,Bergen,4158.00
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,10391.83
Shane Barreca,201098,Whole Foods #8407 (Woodcliff Lake),500 Chestnut Ridge Rd.,Woodcliff Lake,Bergen,363.00
Shane Barreca,71003,Brand Bar & Bev (A),73 Park Ave,Park Ridge,Bergen,6132.00
Shane Barreca,65001,Wine & Whiskey (A),7 Broad St,Norwood,Bergen,2957.00
Shane Barreca,71006,Ridgemont Liquors (A),195 Kinderkamack Rd,Park Ridge,Bergen,2643.67
Shane Barreca,73008,Shop Rite Liq (A)Hillsdal,371 Broadway,Hillsdale,Bergen,13230.50
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,16962.00
Shane Barreca,74005,Winemart Discount,700 Broadway Suite 42,Westwood,Bergen,6732.33
Shane Barreca,59004,Royal Wine & Spirits II,50 Kinderkamack Rd,Oradell,Bergen,2235.00
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,38222.00
Shane Barreca,62001,Garden State Deli (A),135 Oakland Ave,Closter,Bergen,5771.00
